"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Global non-response rate","Data quality flag","Year","Household type - Total - Private households (Counts)","Household type - Total - Private households (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - Without children (Counts)","Household type - One-census-family households without additional persons - Couple census families - Without children (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - With children (Counts)","Household type - One-census-family households without additional persons - Couple census families - With children (% Distribution)","Household type - One-census-family households without additional persons - Lone parent (Counts)","Household type - One-census-family households without additional persons - Lone parent (% Distribution)","Household type - Multigenerational households (Counts)","Household type - Multigenerational households (% Distribution)","Household type - Other census family households (Counts)","Household type - Other census family households (% Distribution)","Household type - Non-census family households of two or more persons (Counts)","Household type - Non-census family households of two or more persons (% Distribution)","Household type - One-person households (Counts)","Household type - One-person households (% Distribution)"
"4706","Division No.  6","Census division","Saskatchewan","47","4.0","00000","2016","105685","100","27380","25.9","27965","26.5","9300","8.8","2030","1.9","4090","3.9","5005","4.7","29920","28.3"
"4707","Division No.  7","Census division","Saskatchewan","47","4.8","00000","2011","19685","100","5930","30.1","4640","23.6","1620","8.2","215","1.1","450","2.3","585","3","6250","31.8"
"4707","Division No.  7","Census division","Saskatchewan","47","4.8","00000","2016","19760","100","5950","30.1","4740","24","1555","7.9","190","1","495","2.5","575","2.9","6255","31.7"
"4708","Division No.  8","Census division","Saskatchewan","47","5.2","00000","2011","12495","100","4225","33.8","3140","25.1","720","5.8","85","0.7","210","1.7","315","2.5","3795","30.4"
"4708","Division No.  8","Census division","Saskatchewan","47","5.2","00000","2016","12760","100","4300","33.7","3145","24.6","695","5.4","85","0.7","240","1.9","355","2.8","3935","30.8"
"4709","Division No.  9","Census division","Saskatchewan","47","5.2","00000","2011","15320","100","4885","31.9","3470","22.7","1065","7","210","1.4","360","2.3","395","2.6","4925","32.1"
"4709","Division No.  9","Census division","Saskatchewan","47","5.2","00000","2016","15295","100","4790","31.3","3325","21.7","1180","7.7","215","1.4","435","2.8","400","2.6","4940","32.3"
"4710","Division No. 10","Census division","Saskatchewan","47","4.4","00000","2011","7240","100","2365","32.7","1620","22.4","500","6.9","180","2.5","160","2.2","130","1.8","2280","31.5"
"4710","Division No. 10","Census division","Saskatchewan","47","4.4","00000","2016","6980","100","2250","32.2","1460","20.9","480","6.9","160","2.3","165","2.4","145","2.1","2320","33.2"
"4711","Division No. 11","Census division","Saskatchewan","47","4.6","00000","2011","108925","100","27345","25.1","29330","26.9","8850","8.1","1715","1.6","4120","3.8","7295","6.7","30275","27.8"
"4711","Division No. 11","Census division","Saskatchewan","47","4.6","00000","2016","119130","100","30315","25.4","32670","27.4","9480","8","2090","1.8","5065","4.3","7095","6","32415","27.2"
"4712","Division No. 12","Census division","Saskatchewan","47","4.5","00000","2011","8915","100","2950","33.1","2400","26.9","630","7.1","185","2.1","260","2.9","200","2.2","2290","25.7"
"4712","Division No. 12","Census division","Saskatchewan","47","4.5","00000","2016","9225","100","3080","33.4","2395","26","670","7.3","200","2.2","290","3.1","200","2.2","2390","25.9"
"4713","Division No. 13","Census division","Saskatchewan","47","4.4","00000","2011","9175","100","2915","31.8","2480","27","540","5.9","95","1","235","2.6","280","3.1","2625","28.6"
"4713","Division No. 13","Census division","Saskatchewan","47","4.4","00000","2016","9105","100","2865","31.5","2435","26.7","565","6.2","140","1.5","230","2.5","245","2.7","2620","28.8"
"4714","Division No. 14","Census division","Saskatchewan","47","5.2","00000","2011","15375","100","5210","33.9","3685","24","1020","6.6","275","1.8","360","2.3","325","2.1","4505","29.3"
"4714","Division No. 14","Census division","Saskatchewan","47","5.2","00000","2016","15225","100","5130","33.7","3480","22.9","960","6.3","225","1.5","350","2.3","345","2.3","4735","31.1"
"4715","Division No. 15","Census division","Saskatchewan","47","5.8","00000","2011","31370","100","9030","28.8","8495","27.1","2995","9.5","815","2.6","1255","4","890","2.8","7895","25.2"
"4715","Division No. 15","Census division","Saskatchewan","47","5.8","00000","2016","32230","100","9315","28.9","8435","26.2","2970","9.2","900","2.8","1325","4.1","995","3.1","8290","25.7"
"4716","Division No. 16","Census division","Saskatchewan","47","5.7","00000","2011","14520","100","4125","28.4","3400","23.4","1405","9.7","460","3.2","590","4.1","390","2.7","4160","28.7"
"4716","Division No. 16","Census division","Saskatchewan","47","5.7","00000","2016","14665","100","4155","28.3","3285","22.4","1450","9.9","455","3.1","660","4.5","445","3","4220","28.8"
"4717","Division No. 17","Census division","Saskatchewan","47","5.0","00100","2011","15600","100","4245","27.2","4480","28.7","1385","8.9","600","3.8","840","5.4","625","4","3430","22"
"4717","Division No. 17","Census division","Saskatchewan","47","5.0","00100","2016","16950","100","4485","26.5","4685","27.6","1635","9.6","690","4.1","960","5.7","645","3.8","3845","22.7"
"4718","Division No. 18","Census division","Saskatchewan","47","6.8","00100","2011","9865","100","1225","12.4","2660","27","1735","17.6","1410","14.3","940","9.5","245","2.5","1645","16.7"
"4718","Division No. 18","Census division","Saskatchewan","47","6.8","00100","2016","10235","100","1380","13.5","2555","25","1870","18.3","1515","14.8","900","8.8","275","2.7","1745","17"
"4801","Division No.  1","Census division","Alberta","48","4.6","00000","2011","31725","100","9500","29.9","8530","26.9","2595","8.2","375","1.2","910","2.9","1250","3.9","8550","27"
"4801","Division No.  1","Census division","Alberta","48","4.6","00000","2016","33230","100","10110","30.4","8595","25.9","2780","8.4","455","1.4","1000","3","1250","3.8","9040","27.2"
"4802","Division No.  2","Census division","Alberta","48","4.9","00000","2011","58495","100","16350","28","17065","29.2","4245","7.3","895","1.5","2515","4.3","3285","5.6","14140","24.2"
"4802","Division No.  2","Census division","Alberta","48","4.9","00000","2016","62820","100","17660","28.1","17845","28.4","4595","7.3","1050","1.7","2705","4.3","3580","5.7","15395","24.5"
"4803","Division No.  3","Census division","Alberta","48","7.3","00100","2011","13185","100","4310","32.7","3580","27.2","975","7.4","545","4.1","500","3.8","340","2.6","2925","22.2"
"4803","Division No.  3","Census division","Alberta","48","7.3","00100","2016","13380","100","4360","32.6","3420","25.6","955","7.1","585","4.4","510","3.8","360","2.7","3185","23.8"
"4804","Division No.  4","Census division","Alberta","48","5.7","00000","2011","3900","100","1335","34.2","1075","27.6","190","4.9","30","0.8","65","1.7","100","2.6","1105","28.3"
"4804","Division No.  4","Census division","Alberta","48","5.7","00000","2016","3740","100","1315","35.2","985","26.3","180","4.8","30","0.8","60","1.6","105","2.8","1060","28.3"
"4805","Division No.  5","Census division","Alberta","48","6.1","00000","2011","18855","100","6000","31.8","5520","29.3","1315","7","410","2.2","720","3.8","610","3.2","4280","22.7"
"4805","Division No.  5","Census division","Alberta","48","6.1","00000","2016","20020","100","6425","32.1","5500","27.5","1435","7.2","465","2.3","730","3.6","660","3.3","4805","24"
"4806","Division No.  6","Census division","Alberta","48","3.9","00000","2011","500100","100","119285","23.9","152965","30.6","36950","7.4","13435","2.7","24630","4.9","29825","6","123010","24.6"
"4806","Division No.  6","Census division","Alberta","48","3.9","00000","2016","558910","100","135655","24.3","173245","31","40910","7.3","17445","3.1","29680","5.3","32215","5.8","129770","23.2"
"4807","Division No.  7","Census division","Alberta","48","4.7","00000","2011","15325","100","5160","33.7","4420","28.8","905","5.9","145","0.9","350","2.3","425","2.8","3915","25.5"
"4807","Division No.  7","Census division","Alberta","48","4.7","00000","2016","16005","100","5385","33.6","4445","27.8","990","6.2","155","1","410","2.6","465","2.9","4155","26"
"4808","Division No.  8","Census division","Alberta","48","5.1","00000","2011","72775","100","20335","27.9","20520","28.2","5835","8","1310","1.8","3505","4.8","4065","5.6","17210","23.6"
"4808","Division No.  8","Census division","Alberta","48","5.1","00000","2016","80650","100","22420","27.8","22230","27.6","6410","7.9","1665","2.1","4005","5","4495","5.6","19420","24.1"
"4809","Division No.  9","Census division","Alberta","48","6.2","00100","2011","7960","100","2555","32.1","2355","29.6","535","6.7","170","2.1","305","3.8","300","3.8","1745","21.9"
"4809","Division No.  9","Census division","Alberta","48","6.2","00100","2016","7935","100","2605","32.8","2095","26.4","585","7.4","215","2.7","310","3.9","285","3.6","1835","23.1"
"4810","Division No. 10","Census division","Alberta","48","4.7","00000","2011","36620","100","11280","30.8","10450","28.5","2430","6.6","445","1.2","1150","3.1","1250","3.4","9615","26.3"
"4810","Division No. 10","Census division","Alberta","48","4.7","00000","2016","38240","100","11765","30.8","10500","27.5","2690","7","600","1.6","1170","3.1","1385","3.6","10140","26.5"
"4811","Division No. 11","Census division","Alberta","48","4.4","00000","2011","467065","100","113265","24.3","133020","28.5","38825","8.3","12060","2.6","21770","4.7","27420","5.9","120695","25.8"
"4811","Division No. 11","Census division","Alberta","48","4.4","00000","2016","518950","100","127080","24.5","149335","28.8","42230","8.1","15230","2.9","26615","5.1","30910","6","127555","24.6"
"4812","Division No. 12","Census division","Alberta","48","5.8","20100","2011","22990","100","6430","28","7115","30.9","1735","7.5","735","3.2","1085","4.7","980","4.3","4905","21.3"
"4812","Division No. 12","Census division","Alberta","48","5.8","20100","2016","24500","100","6905","28.2","7220","29.5","1925","7.9","860","3.5","1185","4.8","935","3.8","5470","22.3"
"4813","Division No. 13","Census division","Alberta","48","4.9","00000","2011","26830","100","8885","33.1","7625","28.4","1785","6.7","475","1.8","925","3.4","885","3.3","6250","23.3"
"4813","Division No. 13","Census division","Alberta","48","4.9","00000","2016","27840","100","9335","33.5","7335","26.3","1855","6.7","555","2","1015","3.6","965","3.5","6775","24.3"
"4814","Division No. 14","Census division","Alberta","48","3.6","00000","2011","11250","100","3410","30.3","3260","29","800","7.1","185","1.6","495","4.4","445","4","2655","23.6"
"4814","Division No. 14","Census division","Alberta","48","3.6","00000","2016","11595","100","3450","29.8","3255","28.1","790","6.8","225","1.9","505","4.4","490","4.2","2890","24.9"
"4815","Division No. 15","Census division","Alberta","48","14.6","01200","2011","13200","100","3835","29.1","2940","22.3","830","6.3","300","2.3","725","5.5","1115","8.4","3455","26.2"
"4815","Division No. 15","Census division","Alberta","48","14.6","01200","2016","13900","100","4155","29.9","3225","23.2","835","6","330","2.4","800","5.8","1085","7.8","3465","24.9"
"4816","Division No. 16","Census division","Alberta","48","14.3","01100","2011","23655","100","5245","22.2","7435","31.4","1250","5.3","700","3","2680","11.3","2205","9.3","4130","17.5"
"4816","Division No. 16","Census division","Alberta","48","14.3","01100","2016","26340","100","4795","18.2","7555","28.7","1530","5.8","950","3.6","2490","9.5","2945","11.2","6075","23.1"
"4817","Division No. 17","Census division","Alberta","48","6.0","00100","2011","19570","100","4640","23.7","6800","34.7","1675","8.6","860","4.4","1215","6.2","655","3.3","3715","19"
"4817","Division No. 17","Census division","Alberta","48","6.0","00100","2016","19745","100","4785","24.2","6520","33","1795","9.1","965","4.9","1130","5.7","655","3.3","3895","19.7"
"4818","Division No. 18","Census division","Alberta","48","6.3","00100","2011","5380","100","1595","29.6","1665","30.9","385","7.2","105","2","255","4.7","220","4.1","1150","21.4"
"4818","Division No. 18","Census division","Alberta","48","6.3","00100","2016","5320","100","1545","29","1490","28","410","7.7","165","3.1","275","5.2","205","3.9","1230","23.1"
"4819","Division No. 19","Census division","Alberta","48","5.0","00000","2011","41400","100","11170","27","12820","31","3055","7.4","675","1.6","1995","4.8","2410","5.8","9265","22.4"
"4819","Division No. 19","Census division","Alberta","48","5.0","00000","2016","44550","100","11885","26.7","13600","30.5","3255","7.3","890","2","2485","5.6","2500","5.6","9930","22.3"
"5901","East Kootenay","Regional district","British Columbia","59","6.2","00000","2011","24045","100","8275","34.4","5915","24.6","1730","7.2","300","1.2","740","3.1","835","3.5","6255","26"
"5901","East Kootenay","Regional district","British Columbia","59","6.2","00000","2016","25865","100","9030","34.9","5995","23.2","1750","6.8","330","1.3","820","3.2","905","3.5","7040","27.2"
"5903","Central Kootenay","Regional district","British Columbia","59","6.8","00000","2011","25805","100","8480","32.9","5325","20.6","1990","7.7","330","1.3","840","3.3","955","3.7","7900","30.6"
"5903","Central Kootenay","Regional district","British Columbia","59","6.8","00000","2016","27015","100","8855","32.8","5160","19.1","2035","7.5","320","1.2","835","3.1","1080","4","8725","32.3"
"5905","Kootenay Boundary","Regional district","British Columbia","59","6.6","00000","2011","13930","100","4800","34.5","2945","21.1","1040","7.5","150","1.1","295","2.1","395","2.8","4305","30.9"
"5905","Kootenay Boundary","Regional district","British Columbia","59","6.6","00000","2016","14340","100","5035","35.1","2745","19.1","1045","7.3","160","1.1","335","2.3","430","3","4590","32"
"5907","Okanagan-Similkameen","Regional district","British Columbia","59","6.6","00000","2011","36050","100","12955","35.9","6155","17.1","2580","7.2","775","2.1","1205","3.3","1295","3.6","11085","30.7"
"5907","Okanagan-Similkameen","Regional district","British Columbia","59","6.6","00000","2016","37675","100","13740","36.5","5970","15.8","2505","6.6","730","1.9","1415","3.8","1400","3.7","11915","31.6"
"5909","Fraser Valley","Regional district","British Columbia","59","4.9","00000","2011","101775","100","26845","26.4","27285","26.8","8640","8.5","4915","4.8","5590","5.5","3590","3.5","24915","24.5"
"5909","Fraser Valley","Regional district","British Columbia","59","4.9","00000","2016","108395","100","29095","26.8","27415","25.3","8940","8.2","6090","5.6","6160","5.7","3875","3.6","26810","24.7"
"5915","Greater Vancouver","Regional district","British Columbia","59","4.4","00000","2011","891335","100","191490","21.5","245010","27.5","73745","8.3","41105","4.6","44135","5","44100","4.9","251745","28.2"
"5915","Greater Vancouver","Regional district","British Columbia","59","4.4","00000","2016","960895","100","213320","22.2","253205","26.4","79045","8.2","45815","4.8","46980","4.9","47065","4.9","275455","28.7"
"5917","Capital","Regional district","British Columbia","59","5.1","20000","2011","160635","100","44765","27.9","31280","19.5","12100","7.5","2885","1.8","6485","4","9255","5.8","53875","33.5"
"5917","Capital","Regional district","British Columbia","59","5.1","20000","2016","170155","100","48385","28.4","32620","19.2","12285","7.2","3080","1.8","7320","4.3","9750","5.7","56715","33.3"
"5919","Cowichan Valley","Regional district","British Columbia","59","5.7","00000","2011","33160","100","11195","33.8","7260","21.9","2665","8","845","2.5","1495","4.5","1075","3.2","8630","26"
"5919","Cowichan Valley","Regional district","British Columbia","59","5.7","00000","2016","35275","100","12150","34.4","7110","20.2","2755","7.8","870","2.5","1625","4.6","1200","3.4","9560","27.1"
"5921","Nanaimo","Regional district","British Columbia","59","5.0","00000","2011","64465","100","22435","34.8","12060","18.7","5015","7.8","1080","1.7","2560","4","2830","4.4","18475","28.7"
"5921","Nanaimo","Regional district","British Columbia","59","5.0","00000","2016","68905","100","24080","34.9","12140","17.6","5245","7.6","1255","1.8","2910","4.2","3090","4.5","20190","29.3"
"5923","Alberni-Clayoquot","Regional district","British Columbia","59","6.8","00100","2011","13390","100","4000","29.9","2650","19.8","1215","9.1","300","2.2","555","4.1","555","4.1","4115","30.7"
"5923","Alberni-Clayoquot","Regional district","British Columbia","59","6.8","00100","2016","13650","100","4130","30.3","2530","18.5","1185","8.7","295","2.2","515","3.8","625","4.6","4380","32.1"
"5924","Strathcona","Regional district","British Columbia","59","5.2","00000","2011","18630","100","6200","33.3","4045","21.7","1605","8.6","310","1.7","655","3.5","640","3.4","5180","27.8"
"5924","Strathcona","Regional district","British Columbia","59","5.2","00000","2016","19610","100","6625","33.8","3780","19.3","1590","8.1","350","1.8","720","3.7","780","4","5765","29.4"
"5926","Comox Valley","Regional district","British Columbia","59","4.1","00000","2011","27885","100","9485","34","5700","20.4","2210","7.9","410","1.5","1035","3.7","1110","4","7940","28.5"
"5926","Comox Valley","Regional district","British Columbia","59","4.1","00000","2016","29570","100","10180","34.4","5675","19.2","2235","7.6","480","1.6","1100","3.7","1170","4","8735","29.5"
"5927","Powell River","Regional district","British Columbia","59","6.8","00100","2011","9110","100","3115","34.2","1645","18.1","725","8","110","1.2","290","3.2","275","3","2945","32.3"
"5927","Powell River","Regional district","British Columbia","59","6.8","00100","2016","9410","100","3285","34.9","1575","16.7","645","6.9","110","1.2","260","2.8","350","3.7","3185","33.8"
"5929","Sunshine Coast","Regional district","British Columbia","59","6.7","00100","2011","12840","100","4525","35.2","2385","18.6","935","7.3","190","1.5","515","4","440","3.4","3855","30"
"5929","Sunshine Coast","Regional district","British Columbia","59","6.7","00100","2016","13995","100","4985","35.6","2265","16.2","925","6.6","220","1.6","500","3.6","480","3.4","4615","33"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","2011","15000","100","3805","25.4","3700","24.7","1110","7.4","360","2.4","900","6","1185","7.9","3930","26.2"
"5931","Squamish-Lillooet","Regional district","British Columbia","59","9.3","00100","2016","16415","100","4285","26.1","4285","26.1","1070","6.5","400","2.4","1140","6.9","1215","7.4","4020","24.5"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","2011","53375","100","16300","30.5","12190","22.8","4455","8.3","1160","2.2","2515","4.7","2600","4.9","14155","26.5"
"5933","Thompson-Nicola","Regional district","British Columbia","59","6.0","00000","2016","55505","100","17235","31.1","11890","21.4","4480","8.1","1275","2.3","2595","4.7","2760","5","15275","27.5"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","2011","74940","100","23500","31.4","16785","22.4","5660","7.6","1565","2.1","3500","4.7","3940","5.3","19995","26.7"
"5935","Central Okanagan","Regional district","British Columbia","59","4.6","00000","2016","81380","100","26030","32","17470","21.5","5970","7.3","1740","2.1","3945","4.8","4550","5.6","21675","26.6"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","2011","33745","100","11265","33.4","7450","22.1","2645","7.8","675","2","1500","4.4","1270","3.8","8945","26.5"
"5937","North Okanagan","Regional district","British Columbia","59","5.1","00000","2016","35875","100","12155","33.9","7330","20.4","2720","7.6","755","2.1","1555","4.3","1390","3.9","9975","27.8"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","2011","21745","100","7905","36.4","4675","21.5","1465","6.7","300","1.4","770","3.5","830","3.8","5800","26.7"
"5939","Columbia-Shuswap","Regional district","British Columbia","59","6.6","00000","2016","22455","100","8455","37.7","4315","19.2","1360","6.1","380","1.7","840","3.7","870","3.9","6230","27.7"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","2011","26155","100","8790","33.6","5890","22.5","2105","8","550","2.1","1070","4.1","950","3.6","6795","26"
"5941","Cariboo","Regional district","British Columbia","59","5.7","00100","2016","26695","100","9120","34.2","5380","20.2","2100","7.9","570","2.1","1025","3.8","985","3.7","7520","28.2"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","2011","4875","100","1355","27.8","1105","22.7","390","8","120","2.5","220","4.5","195","4","1500","30.8"
"5943","Mount Waddington","Regional district","British Columbia","59","7.4","00100","2016","4850","100","1435","29.6","965","19.9","395","8.1","95","2","195","4","170","3.5","1595","32.9"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","2011","1210","100","305","25.2","255","21.1","125","10.3","85","7","85","7","30","2.5","325","26.9"
"5945","Central Coast","Regional district","British Columbia","59","11.8","01200","2016","1280","100","320","25","260","20.3","135","10.5","90","7","70","5.5","45","3.5","375","29.3"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","2011","7575","100","1770","23.4","1870","24.7","905","11.9","225","3","330","4.4","265","3.5","2205","29.1"
"5947","Skeena-Queen Charlotte","Regional district","British Columbia","59","6.2","00100","2016","7415","100","1790","24.1","1685","22.7","765","10.3","265","3.6","375","5.1","290","3.9","2245","30.3"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","2011","14765","100","3895","26.4","3780","25.6","1460","9.9","560","3.8","645","4.4","485","3.3","3935","26.7"
"5949","Kitimat-Stikine","Regional district","British Columbia","59","6.0","00100","2016","14820","100","3965","26.8","3620","24.4","1390","9.4","585","3.9","715","4.8","555","3.7","3995","27"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","2011","15165","100","4500","29.7","4350","28.7","1170","7.7","315","2.1","620","4.1","460","3","3750","24.7"
"5951","Bulkley-Nechako","Regional district","British Columbia","59","7.0","00100","2016","15105","100","4765","31.5","3895","25.8","1165","7.7","300","2","615","4.1","450","3","3915","25.9"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","2011","37330","100","10160","27.2","9635","25.8","3550","9.5","790","2.1","1590","4.3","1780","4.8","9820","26.3"
"5953","Fraser-Fort George","Regional district","British Columbia","59","4.3","00000","2016","38600","100","10665","27.6","9365","24.3","3495","9.1","860","2.2","1830","4.7","1900","4.9","10490","27.2"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","2011","23195","100","6165","26.6","6810","29.4","1765","7.6","410","1.8","1040","4.5","1190","5.1","5825","25.1"
"5955","Peace River","Regional district","British Columbia","59","5.6","00100","2016","24260","100","6480","26.7","6930","28.6","1925","7.9","425","1.8","1095","4.5","1235","5.1","6170","25.4"
"5957","Stikine","Region","British Columbia","59","37.9","03300","2011","330","100","90","27.3","45","13.6","15","4.5","5","1.5","5","1.5","10","3","155","47"
"5957","Stikine","Region","British Columbia","59","37.9","03300","2016","365","100","120","32.9","35","9.6","20","5.5","10","2.7","20","5.5","15","4.1","140","38.4"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","2011","2175","100","515","23.7","650","29.9","195","9","50","2.3","105","4.8","100","4.6","565","26"
"5959","Northern Rockies","Regional district","British Columbia","59","6.3","00100","2016","2180","100","560","25.7","585","26.8","205","9.4","45","2.1","90","4.1","75","3.4","620","28.4"
"6001","Yukon","Territory","Yukon","60","6.7","00100","2011","14120","100","3340","23.7","3255","23.1","1480","10.5","280","2","715","5.1","710","5","4330","30.7"
"6001","Yukon","Territory","Yukon","60","6.7","00100","2016","15215","100","3725","24.5","3440","22.6","1470","9.7","280","1.8","680","4.5","720","4.7","4900","32.2"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","2011","2365","100","345","14.6","695","29.4","350","14.8","120","5.1","130","5.5","115","4.9","605","25.6"
"6101","Region 1","Region","Northwest Territories","61","9.6","00100","2016","2250","100","300","13.3","630","28","325","14.4","130","5.8","135","6","90","4","635","28.2"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","2011","825","100","135","16.4","265","32.1","100","12.1","30","3.6","40","4.8","35","4.2","220","26.7"
"6102","Region 2","Region","Northwest Territories","61","7.4","00100","2016","860","100","130","15.1","255","29.7","125","14.5","45","5.2","35","4.1","50","5.8","220","25.6"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","2011","680","100","55","8.1","255","37.5","70","10.3","105","15.4","65","9.6","15","2.2","105","15.4"
"6103","Region 3","Region","Northwest Territories","61","10.4","01200","2016","705","100","55","7.8","255","36.2","70","9.9","110","15.6","60","8.5","25","3.5","125","17.7"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","2011","1165","100","195","16.7","360","30.9","140","12","60","5.2","55","4.7","60","5.2","300","25.8"
"6104","Region 4","Region","Northwest Territories","61","10.1","01200","2016","1140","100","190","16.7","300","26.3","145","12.7","80","7","75","6.6","60","5.3","295","25.9"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","2011","2535","100","565","22.3","725","28.6","290","11.4","65","2.6","125","4.9","90","3.6","680","26.8"
"6105","Region 5","Region","Northwest Territories","61","6.3","00100","2016","2690","100","600","22.3","730","27.1","290","10.8","85","3.2","140","5.2","125","4.6","720","26.8"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","2011","7130","100","1495","21","2240","31.4","655","9.2","170","2.4","545","7.6","460","6.5","1570","22"
"6106","Region 6","Region","Northwest Territories","61","6.4","00100","2016","7340","100","1550","21.1","2330","31.7","640","8.7","195","2.7","505","6.9","485","6.6","1645","22.4"
"6204","Baffin","Region","Nunavut","62","8.8","00100","2011","4890","100","555","11.3","1640","33.5","570","11.7","510","10.4","390","8","235","4.8","980","20"
"6204","Baffin","Region","Nunavut","62","8.8","00100","2016","5525","100","620","11.2","1790","32.4","645","11.7","575","10.4","430","7.8","310","5.6","1160","21"
"6205","Keewatin","Region","Nunavut","62","6.9","00100","2011","2235","100","185","8.3","955","42.7","260","11.6","235","10.5","195","8.7","55","2.5","350","15.7"
"6205","Keewatin","Region","Nunavut","62","6.9","00100","2016","2630","100","190","7.2","1020","38.8","320","12.2","325","12.4","220","8.4","100","3.8","460","17.5"
"6208","Kitikmeot","Region","Nunavut","62","6.9","00100","2011","1540","100","120","7.8","585","38","205","13.3","210","13.6","135","8.8","40","2.6","240","15.6"
"6208","Kitikmeot","Region","Nunavut","62","6.9","00100","2016","1665","100","150","9","550","33","235","14.1","305","18.3","135","8.1","60","3.6","230","13.8"

