"Geographic code","Geographic name","Geographic type","Geographic name, province or territory","Geographic code, province or territory","Geographic code, census division","Geographic code, census metropolitan area or census agglomeration","Global non-response rate","Data quality flag","Value type","Total","Single-detached house","Apartment in a building that has five or more storeys","Apartment in a building that has fewer than five storeys","Row house","Semi-detached house","Apartment or flat in a duplex","Other single-attached house","Movable dwelling",
"1001105","Portugal Cove South","Town","Newfoundland and Labrador","10","1001","",1.7,"00900","2016 counts",70,65,0,0,0,0,0,0,0
"1001105","Portugal Cove South","Town","Newfoundland and Labrador","10","1001","",1.7,"00900","percentage distribution (2016)",100,92.9,0,0,0,0,0,0,0
"1001105","Portugal Cove South","Town","Newfoundland and Labrador","10","1001","",1.7,"00900","percentage change (2011 to 2016)",0,0,,,,,,,
"1001105","Portugal Cove South","Town","Newfoundland and Labrador","10","1001","",1.7,"00900","2011 counts",70,65,0,0,0,0,0,0,0
"1001105","Portugal Cove South","Town","Newfoundland and Labrador","10","1001","",1.7,"00900","percentage distribution (2011)",100,92.9,0,0,0,0,0,0,0
"1001113","Trepassey","Town","Newfoundland and Labrador","10","1001","",4.5,"00000","2016 counts",245,235,0,10,0,0,0,0,0
"1001113","Trepassey","Town","Newfoundland and Labrador","10","1001","",4.5,"00000","percentage distribution (2016)",100,95.9,0,4.1,0,0,0,0,0
"1001113","Trepassey","Town","Newfoundland and Labrador","10","1001","",4.5,"00000","percentage change (2011 to 2016)",-5.8,-9.6,,,,,,,
"1001113","Trepassey","Town","Newfoundland and Labrador","10","1001","",4.5,"00000","2011 counts",260,260,0,0,0,0,0,0,0
"1001113","Trepassey","Town","Newfoundland and Labrador","10","1001","",4.5,"00000","percentage distribution (2011)",100,100,0,0,0,0,0,0,0
"1001120","St. Shott's","Town","Newfoundland and Labrador","10","1001","",2.5,"00900","2016 counts",40,40,0,0,0,0,0,0,0
"1001120","St. Shott's","Town","Newfoundland and Labrador","10","1001","",2.5,"00900","percentage distribution (2016)",100,100,0,0,0,0,0,0,0
"1001120","St. Shott's","Town","Newfoundland and Labrador","10","1001","",2.5,"00900","percentage change (2011 to 2016)",0,0,,,,,,,
"1001120","St. Shott's","Town","Newfoundland and Labrador","10","1001","",2.5,"00900","2011 counts",40,40,0,0,0,0,0,0,0
"1001120","St. Shott's","Town","Newfoundland and Labrador","10","1001","",2.5,"00900","percentage distribution (2011)",100,100,0,0,0,0,0,0,0
"1001124","Division No.  1, Subd. U","Subdivision of unorganized","Newfoundland and Labrador","10","1001","",4.9,"00000","2016 counts",700,690,0,0,0,0,0,0,5
"1001124","Division No.  1, Subd. U","Subdivision of unorganized","Newfoundland and Labrador","10","1001","",4.9,"00000","percentage distribution (2016)",100,98.6,0,0,0,0,0,0,0.7
"1001124","Division No.  1, Subd. U","Subdivision of unorganized","Newfoundland and Labrador","10","1001","",4.9,"00000","percentage change (2011 to 2016)",12,11.3,,,,,,,
"1001124","Division No.  1, Subd. U","Subdivision of unorganized","Newfoundland and Labrador","10","1001","",4.9,"00000","2011 counts",625,620,0,0,0,0,0,0,0
"1001124","Division No.  1, Subd. U","Subdivision of unorganized","Newfoundland and Labrador","10","1001","",4.9,"00000","percentage distribution (2011)",100,99.2,0,0,0,0,0,0,0
"1001126","Cape Broyle","Town","Newfoundland and Labrador","10","1001","",2.6,"00000","2016 counts",210,210,0,0,0,0,0,0,0
"1001126","Cape Broyle","Town","Newfoundland and Labrador","10","1001","",2.6,"00000","percentage distribution (2016)",100,100,0,0,0,0,0,0,0
"1001126","Cape Broyle","Town","Newfoundland and Labrador","10","1001","",2.6,"00000","percentage change (2011 to 2016)",-2.3,-2.3,,-100,,,,,
"1001126","Cape Broyle","Town","Newfoundland and Labrador","10","1001","",2.6,"00000","2011 counts",215,215,0,5,0,0,0,0,0
"1001126","Cape Broyle","Town","Newfoundland and Labrador","10","1001","",2.6,"00000","percentage distribution (2011)",100,100,0,2.3,0,0,0,0,0
"1001131","Renews-Cappahayden","Town","Newfoundland and Labrador","10","1001","",4.6,"00000","2016 counts",145,145,0,0,0,0,0,0,0
"1001131","Renews-Cappahayden","Town","Newfoundland and Labrador","10","1001","",4.6,"00000","percentage distribution (2016)",100,100,0,0,0,0,0,0,0
"1001131","Renews-Cappahayden","Town","Newfoundland and Labrador","10","1001","",4.6,"00000","percentage change (2011 to 2016)",0,3.6,,,,,,,
"1001131","Renews-Cappahayden","Town","Newfoundland and Labrador","10","1001","",4.6,"00000","2011 counts",145,140,0,0,0,0,0,0,0
"1001131","Renews-Cappahayden","Town","Newfoundland and Labrador","10","1001","",4.6,"00000","percentage distribution (2011)",100,96.6,0,0,0,0,0,0,0
"1001136","Fermeuse","Town","Newfoundland and Labrador","10","1001","",10.5,"01100","2016 counts",135,130,0,0,0,0,0,0,0
"1001136","Fermeuse","Town","Newfoundland and Labrador","10","1001","",10.5,"01100","percentage distribution (2016)",100,96.3,0,0,0,0,0,0,0
"1001136","Fermeuse","Town","Newfoundland and Labrador","10","1001","",10.5,"01100","percentage change (2011 to 2016)",0,0,,,,,,,
"1001136","Fermeuse","Town","Newfoundland and Labrador","10","1001","",10.5,"01100","2011 counts",135,130,0,0,0,0,0,0,0
"1001136","Fermeuse","Town","Newfoundland and Labrador","10","1001","",10.5,"01100","percentage distribution (2011)",100,96.3,0,0,0,0,0,0,0
"1001140","Port Kirwan","Town","Newfoundland and Labrador","10","1001","",1.5,"00900","2016 counts",25,25,0,0,0,0,0,0,0
"1001140","Port Kirwan","Town","Newfoundland and Labrador","10","1001","",1.5,"00900","percentage distribution (2016)",100,100,0,0,0,0,0,0,0
"1001140","Port Kirwan","Town","Newfoundland and Labrador","10","1001","",1.5,"00900","percentage change (2011 to 2016)",-16.7,-16.7,,,,,,,
"1001140","Port Kirwan","Town","Newfoundland and Labrador","10","1001","",1.5,"00900","2011 counts",30,30,0,0,0,0,0,0,0
"1001140","Port Kirwan","Town","Newfoundland and Labrador","10","1001","",1.5,"00900","percentage distribution (2011)",100,100,0,0,0,0,0,0,0
"1001144","Aquaforte","Town","Newfoundland and Labrador","10","1001","",2.5,"00900","2016 counts",40,40,0,0,0,0,0,0,5
