"Geographic code","Geographic name","Geographic type","Geographic name, province or territory","Geographic code, province or territory","Global non-response rate","Data quality flag","Value type","Total","Single-detached house","Apartment in a building that has five or more storeys","Apartment in a building that has fewer than five storeys","Row house","Semi-detached house","Apartment or flat in a duplex","Other single-attached house","Movable dwelling",
"1001","Division No.  1","Census division","Newfoundland and Labrador","10",3.7,"00000","2016 counts",112620,72140,550,7230,6540,4380,21220,210,345
"1001","Division No.  1","Census division","Newfoundland and Labrador","10",3.7,"00000","percentage distribution (2016)",100,64.1,0.5,6.4,5.8,3.9,18.8,0.2,0.3
"1001","Division No.  1","Census division","Newfoundland and Labrador","10",3.7,"00000","percentage change (2011 to 2016)",6.3,2.9,5.8,5.5,-0.2,0.1,24.5,-2.3,30.2
"1001","Division No.  1","Census division","Newfoundland and Labrador","10",3.7,"00000","2011 counts",105925,70110,520,6855,6550,4375,17040,215,265
"1001","Division No.  1","Census division","Newfoundland and Labrador","10",3.7,"00000","percentage distribution (2011)",100,66.2,0.5,6.5,6.2,4.1,16.1,0.2,0.3
"1002","Division No.  2","Census division","Newfoundland and Labrador","10",4.2,"00000","2016 counts",8735,8115,5,95,255,110,55,10,95
"1002","Division No.  2","Census division","Newfoundland and Labrador","10",4.2,"00000","percentage distribution (2016)",100,92.9,0.1,1.1,2.9,1.3,0.6,0.1,1.1
"1002","Division No.  2","Census division","Newfoundland and Labrador","10",4.2,"00000","percentage change (2011 to 2016)",-0.7,2.7,0,-44.1,10.9,0,-81,-50,58.3
"1002","Division No.  2","Census division","Newfoundland and Labrador","10",4.2,"00000","2011 counts",8800,7905,5,170,230,110,290,20,60
"1002","Division No.  2","Census division","Newfoundland and Labrador","10",4.2,"00000","percentage distribution (2011)",100,89.8,0.1,1.9,2.6,1.3,3.3,0.2,0.7
"1003","Division No.  3","Census division","Newfoundland and Labrador","10",4.3,"00000","2016 counts",6770,6225,15,220,55,130,75,5,45
"1003","Division No.  3","Census division","Newfoundland and Labrador","10",4.3,"00000","percentage distribution (2016)",100,91.9,0.2,3.2,0.8,1.9,1.1,0.1,0.7
"1003","Division No.  3","Census division","Newfoundland and Labrador","10",4.3,"00000","percentage change (2011 to 2016)",0.7,0.2,,-2.2,10,36.8,-6.3,-50,-10
"1003","Division No.  3","Census division","Newfoundland and Labrador","10",4.3,"00000","2011 counts",6720,6210,0,225,50,95,80,10,50
"1003","Division No.  3","Census division","Newfoundland and Labrador","10",4.3,"00000","percentage distribution (2011)",100,92.4,0,3.3,0.7,1.4,1.2,0.1,0.7
"1004","Division No.  4","Census division","Newfoundland and Labrador","10",4.2,"00000","2016 counts",9345,7485,110,450,515,565,100,30,90
"1004","Division No.  4","Census division","Newfoundland and Labrador","10",4.2,"00000","percentage distribution (2016)",100,80.1,1.2,4.8,5.5,6,1.1,0.3,1
"1004","Division No.  4","Census division","Newfoundland and Labrador","10",4.2,"00000","percentage change (2011 to 2016)",3.3,1.6,0,7.1,2,8.7,185.7,100,28.6
"1004","Division No.  4","Census division","Newfoundland and Labrador","10",4.2,"00000","2011 counts",9050,7365,110,420,505,520,35,15,70
"1004","Division No.  4","Census division","Newfoundland and Labrador","10",4.2,"00000","percentage distribution (2011)",100,81.4,1.2,4.6,5.6,5.7,0.4,0.2,0.8
"1005","Division No.  5","Census division","Newfoundland and Labrador","10",4.7,"00000","2016 counts",17890,13735,0,1195,510,620,1580,70,185
"1005","Division No.  5","Census division","Newfoundland and Labrador","10",4.7,"00000","percentage distribution (2016)",100,76.8,0,6.7,2.9,3.5,8.8,0.4,1
"1005","Division No.  5","Census division","Newfoundland and Labrador","10",4.7,"00000","percentage change (2011 to 2016)",7.3,6.9,,13.3,14.6,-7.5,4.6,100,68.2
"1005","Division No.  5","Census division","Newfoundland and Labrador","10",4.7,"00000","2011 counts",16680,12845,0,1055,445,670,1510,35,110
"1005","Division No.  5","Census division","Newfoundland and Labrador","10",4.7,"00000","percentage distribution (2011)",100,77,0,6.3,2.7,4,9.1,0.2,0.7
"1006","Division No.  6","Census division","Newfoundland and Labrador","10",4.4,"00000","2016 counts",16435,11705,20,1180,1080,970,1355,30,95
"1006","Division No.  6","Census division","Newfoundland and Labrador","10",4.4,"00000","percentage distribution (2016)",100,71.2,0.1,7.2,6.6,5.9,8.2,0.2,0.6
"1006","Division No.  6","Census division","Newfoundland and Labrador","10",4.4,"00000","percentage change (2011 to 2016)",6.4,5.6,300,-0.4,13.1,7.2,13.4,20,-9.5
"1006","Division No.  6","Census division","Newfoundland and Labrador","10",4.4,"00000","2011 counts",15450,11085,5,1185,955,905,1195,25,105
"1006","Division No.  6","Census division","Newfoundland and Labrador","10",4.4,"00000","percentage distribution (2011)",100,71.7,0,7.7,6.2,5.9,7.7,0.2,0.7
"1007","Division No.  7","Census division","Newfoundland and Labrador","10",3.7,"00000","2016 counts",14570,13195,0,370,175,265,440,15,110
"1007","Division No.  7","Census division","Newfoundland and Labrador","10",3.7,"00000","percentage distribution (2016)",100,90.6,0,2.5,1.2,1.8,3,0.1,0.8
"1007","Division No.  7","Census division","Newfoundland and Labrador","10",3.7,"00000","percentage change (2011 to 2016)",2,3.9,,-14,2.9,10.4,-31.3,-25,15.8
"1007","Division No.  7","Census division","Newfoundland and Labrador","10",3.7,"00000","2011 counts",14290,12700,0,430,170,240,640,20,95
"1007","Division No.  7","Census division","Newfoundland and Labrador","10",3.7,"00000","percentage distribution (2011)",100,88.9,0,3,1.2,1.7,4.5,0.1,0.7
"1008","Division No.  8","Census division","Newfoundland and Labrador","10",4.4,"00000","2016 counts",15585,14370,5,290,370,225,245,25,60
"1008","Division No.  8","Census division","Newfoundland and Labrador","10",4.4,"00000","percentage distribution (2016)",100,92.2,0,1.9,2.4,1.4,1.6,0.2,0.4
"1008","Division No.  8","Census division","Newfoundland and Labrador","10",4.4,"00000","percentage change (2011 to 2016)",1.1,0.6,,13.7,25.4,45.2,-23.4,-37.5,-20
"1008","Division No.  8","Census division","Newfoundland and Labrador","10",4.4,"00000","2011 counts",15420,14285,0,255,295,155,320,40,75
"1008","Division No.  8","Census division","Newfoundland and Labrador","10",4.4,"00000","percentage distribution (2011)",100,92.6,0,1.7,1.9,1,2.1,0.3,0.5
"1009","Division No.  9","Census division","Newfoundland and Labrador","10",4.7,"00000","2016 counts",6690,6185,0,155,35,80,85,20,125
"1009","Division No.  9","Census division","Newfoundland and Labrador","10",4.7,"00000","percentage distribution (2016)",100,92.5,0,2.3,0.5,1.2,1.3,0.3,1.9
"1009","Division No.  9","Census division","Newfoundland and Labrador","10",4.7,"00000","percentage change (2011 to 2016)",-2.1,-2.2,,-36.7,600,23.1,30.8,100,4.2
"1009","Division No.  9","Census division","Newfoundland and Labrador","10",4.7,"00000","2011 counts",6835,6325,0,245,5,65,65,10,120
"1009","Division No.  9","Census division","Newfoundland and Labrador","10",4.7,"00000","percentage distribution (2011)",100,92.5,0,3.6,0.1,1,1,0.1,1.8
"1010","Division No. 10","Census division","Newfoundland and Labrador","10",4.0,"00000","2016 counts",9190,6325,55,450,825,1175,70,15,285
"1010","Division No. 10","Census division","Newfoundland and Labrador","10",4.0,"00000","percentage distribution (2016)",100,68.8,0.6,4.9,9,12.8,0.8,0.2,3.1
"1010","Division No. 10","Census division","Newfoundland and Labrador","10",4.0,"00000","percentage change (2011 to 2016)",3.5,10.4,-15.4,-16.7,-1.2,-0.8,-30,-25,-29.6
"1010","Division No. 10","Census division","Newfoundland and Labrador","10",4.0,"00000","2011 counts",8880,5730,65,540,835,1185,100,20,405
"1010","Division No. 10","Census division","Newfoundland and Labrador","10",4.0,"00000","percentage distribution (2011)",100,64.5,0.7,6.1,9.4,13.3,1.1,0.2,4.6
"1011","Division No. 11","Census division","Newfoundland and Labrador","10",13.0,"01100","2016 counts",830,770,0,0,25,35,0,0,10
"1011","Division No. 11","Census division","Newfoundland and Labrador","10",13.0,"01100","percentage distribution (2016)",100,92.8,0,0,3,4.2,0,0,1.2
"1011","Division No. 11","Census division","Newfoundland and Labrador","10",13.0,"01100","percentage change (2011 to 2016)",3.1,4.8,,,25,250,-100,,100
"1011","Division No. 11","Census division","Newfoundland and Labrador","10",13.0,"01100","2011 counts",805,735,0,0,20,10,35,0,5
"1011","Division No. 11","Census division","Newfoundland and Labrador","10",13.0,"01100","percentage distribution (2011)",100,91.3,0,0,2.5,1.2,4.3,0,0.6
"1101","Kings","County","Prince Edward Island","11",4.1,"00000","2016 counts",7220,5875,5,360,200,200,55,10,510
"1101","Kings","County","Prince Edward Island","11",4.1,"00000","percentage distribution (2016)",100,81.4,0.1,5,2.8,2.8,0.8,0.1,7.1
"1101","Kings","County","Prince Edward Island","11",4.1,"00000","percentage change (2011 to 2016)",0.7,-0.3,,7.5,-7,21.2,57.1,-33.3,-1
"1101","Kings","County","Prince Edward Island","11",4.1,"00000","2011 counts",7170,5895,0,335,215,165,35,15,515
"1101","Kings","County","Prince Edward Island","11",4.1,"00000","percentage distribution (2011)",100,82.2,0,4.7,3,2.3,0.5,0.2,7.2
"1102","Queens","County","Prince Edward Island","11",4.2,"00000","2016 counts",33975,21995,45,6990,970,2190,680,65,1035
"1102","Queens","County","Prince Edward Island","11",4.2,"00000","percentage distribution (2016)",100,64.7,0.1,20.6,2.9,6.4,2,0.2,3
"1102","Queens","County","Prince Edward Island","11",4.2,"00000","percentage change (2011 to 2016)",8.1,4.4,-25,19.9,24.4,12,12.4,0,-1.4
"1102","Queens","County","Prince Edward Island","11",4.2,"00000","2011 counts",31415,21075,60,5830,780,1955,605,65,1050
"1102","Queens","County","Prince Edward Island","11",4.2,"00000","percentage distribution (2011)",100,67.1,0.2,18.6,2.5,6.2,1.9,0.2,3.3
"1103","Prince","County","Prince Edward Island","11",4.0,"00000","2016 counts",18275,13295,5,1695,1015,960,295,30,985
"1103","Prince","County","Prince Edward Island","11",4.0,"00000","percentage distribution (2016)",100,72.7,0,9.3,5.6,5.3,1.6,0.2,5.4
"1103","Prince","County","Prince Edward Island","11",4.0,"00000","percentage change (2011 to 2016)",2.2,-0.5,,14.5,24.5,9.1,7.3,-33.3,-3
"1103","Prince","County","Prince Edward Island","11",4.0,"00000","2011 counts",17875,13360,0,1480,815,880,275,45,1015
"1103","Prince","County","Prince Edward Island","11",4.0,"00000","percentage distribution (2011)",100,74.7,0,8.3,4.6,4.9,1.5,0.3,5.7
"1201","Shelburne","County","Nova Scotia","12",3.9,"00000","2016 counts",6380,5580,0,260,35,80,35,20,375
"1201","Shelburne","County","Nova Scotia","12",3.9,"00000","percentage distribution (2016)",100,87.5,0,4.1,0.5,1.3,0.5,0.3,5.9
"1201","Shelburne","County","Nova Scotia","12",3.9,"00000","percentage change (2011 to 2016)",0.1,-2.4,,13,75,14.3,-36.4,300,36.4
"1201","Shelburne","County","Nova Scotia","12",3.9,"00000","2011 counts",6375,5720,0,230,20,70,55,5,275
"1201","Shelburne","County","Nova Scotia","12",3.9,"00000","percentage distribution (2011)",100,89.7,0,3.6,0.3,1.1,0.9,0.1,4.3
"1202","Yarmouth","County","Nova Scotia","12",4.2,"00000","2016 counts",10800,8650,5,1130,195,440,245,15,120
"1202","Yarmouth","County","Nova Scotia","12",4.2,"00000","percentage distribution (2016)",100,80.1,0,10.5,1.8,4.1,2.3,0.1,1.1
"1202","Yarmouth","County","Nova Scotia","12",4.2,"00000","percentage change (2011 to 2016)",0.1,0.1,,-9.6,50,1.1,-9.3,50,100
"1202","Yarmouth","County","Nova Scotia","12",4.2,"00000","2011 counts",10785,8645,0,1250,130,435,270,10,60
"1202","Yarmouth","County","Nova Scotia","12",4.2,"00000","percentage distribution (2011)",100,80.2,0,11.6,1.2,4,2.5,0.1,0.6
"1203","Digby","County","Nova Scotia","12",4.2,"00000","2016 counts",8040,7140,0,520,75,55,90,10,155
"1203","Digby","County","Nova Scotia","12",4.2,"00000","percentage distribution (2016)",100,88.8,0,6.5,0.9,0.7,1.1,0.1,1.9
"1203","Digby","County","Nova Scotia","12",4.2,"00000","percentage change (2011 to 2016)",0.6,1,-100,3,87.5,-57.7,0,-33.3,14.8
"1203","Digby","County","Nova Scotia","12",4.2,"00000","2011 counts",7990,7070,5,505,40,130,90,15,135
"1203","Digby","County","Nova Scotia","12",4.2,"00000","percentage distribution (2011)",100,88.5,0.1,6.3,0.5,1.6,1.1,0.2,1.7
"1204","Queens","County","Nova Scotia","12",4.8,"00000","2016 counts",4760,4210,5,285,40,65,55,10,110
"1204","Queens","County","Nova Scotia","12",4.8,"00000","percentage distribution (2016)",100,88.4,0.1,6,0.8,1.4,1.2,0.2,2.3
"1204","Queens","County","Nova Scotia","12",4.8,"00000","percentage change (2011 to 2016)",-1.1,-0.8,,14,-11.1,-35,57.1,,-24.1
"1204","Queens","County","Nova Scotia","12",4.8,"00000","2011 counts",4815,4245,0,250,45,100,35,0,145
"1204","Queens","County","Nova Scotia","12",4.8,"00000","percentage distribution (2011)",100,88.2,0,5.2,0.9,2.1,0.7,0,3
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","2016 counts",9375,7960,5,555,315,215,95,5,235
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","percentage distribution (2016)",100,84.9,0.1,5.9,3.4,2.3,1,0.1,2.5
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","percentage change (2011 to 2016)",1.6,2.7,,1.8,23.5,-15.7,26.7,-87.5,-23
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","2011 counts",9230,7750,0,545,255,255,75,40,305
"1205","Annapolis","County","Nova Scotia","12",4.5,"00000","percentage distribution (2011)",100,84,0,5.9,2.8,2.8,0.8,0.4,3.3
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","2016 counts",21435,17460,70,1695,235,420,290,55,1215
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","percentage distribution (2016)",100,81.5,0.3,7.9,1.1,2,1.4,0.3,5.7
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","percentage change (2011 to 2016)",3.1,0.5,1300,2.7,30.6,18.3,28.9,0,27.2
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","2011 counts",20795,17380,5,1650,180,355,225,55,955
"1206","Lunenburg","County","Nova Scotia","12",4.0,"00000","percentage distribution (2011)",100,83.6,0,7.9,0.9,1.7,1.1,0.3,4.6
"1207","Kings","County","Nova Scotia","12",4.0,"00000","2016 counts",25950,18900,15,3035,475,1890,770,55,820
"1207","Kings","County","Nova Scotia","12",4.0,"00000","percentage distribution (2016)",100,72.8,0.1,11.7,1.8,7.3,3,0.2,3.2
"1207","Kings","County","Nova Scotia","12",4.0,"00000","percentage change (2011 to 2016)",2.4,1,0,-1.3,43.9,18.1,-6.1,22.2,10.1
"1207","Kings","County","Nova Scotia","12",4.0,"00000","2011 counts",25330,18705,15,3075,330,1600,820,45,745
"1207","Kings","County","Nova Scotia","12",4.0,"00000","percentage distribution (2011)",100,73.8,0.1,12.1,1.3,6.3,3.2,0.2,2.9
"1208","Hants","County","Nova Scotia","12",3.5,"00000","2016 counts",17440,14300,0,1280,190,505,240,45,875
