"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Geographic code, census division","Geographic code, census metropolitan area or census agglomeration","Global non-response rate","Data quality flag","Age","Knowledge of official languages - Total (2016 counts)","Knowledge of official languages - English only (2016 counts)","Knowledge of official languages - French only (2016 counts)","Knowledge of official languages - English and French (2016 counts)","Knowledge of official languages - Neither English nor French (2016 counts)","Knowledge of official languages - Total (% distribution (2016))","Knowledge of official languages - English only (% distribution (2016))","Knowledge of official languages - French only (% distribution (2016))","Knowledge of official languages - English and French (% distribution (2016))","Knowledge of official languages - Neither English nor French (% distribution (2016))"
"2448028","Acton Vale","Ville","Quebec","24","48","","4.3","00000","Total","7440","5","5930","1500","5","100","0.1","79.7","20.2","0.1"
"2448028","Acton Vale","Ville","Quebec","24","48","","4.3","00000","0 to 14","1170","0","1100","65","5","100","0","94","5.6","0.4"
"2448028","Acton Vale","Ville","Quebec","24","48","","4.3","00000","0 to 4","335","0","320","5","0","100","0","95.5","1.5","0"
"2448028","Acton Vale","Ville","Quebec","24","48","","4.3","00000","5 to 9","420","0","405","15","0","100","0","96.4","3.6","0"
"2448028","Acton Vale","Ville","Quebec","24","48","","4.3","00000","10 to 14","420","0","375","40","0","100","0","89.3","9.5","0"
"2448028","Acton Vale","Ville","Quebec","24","48","","4.3","00000","15 to 24","840","0","560","280","0","100","0","66.7","33.3","0"
"2448028","Acton Vale","Ville","Quebec","24","48","","4.3","00000","15 to 19","450","0","320","130","0","100","0","71.1","28.9","0"
"2448028","Acton Vale","Ville","Quebec","24","48","","4.3","00000","20 to 24","390","0","240","145","0","100","0","61.5","37.2","0"
"2448028","Acton Vale","Ville","Quebec","24","48","","4.3","00000","25 to 44","1595","5","1130","460","0","100","0.3","70.8","28.8","0"
"2448028","Acton Vale","Ville","Quebec","24","48","","4.3","00000","45 to 64","2295","0","1820","470","0","100","0","79.3","20.5","0"
"2448028","Acton Vale","Ville","Quebec","24","48","","4.3","00000","65 and over","1545","5","1310","230","0","100","0.3","84.8","14.9","0"
"2448028","Acton Vale","Ville","Quebec","24","48","","4.3","00000","65 to 74","955","0","785","170","0","100","0","82.2","17.8","0"
"2448028","Acton Vale","Ville","Quebec","24","48","","4.3","00000","75 and over","590","0","530","60","0","100","0","89.8","10.2","0"
"2450072","Nicolet","Ville","Quebec","24","50","","4.5","00000","Total","7720","10","5725","1970","10","100","0.1","74.2","25.5","0.1"
"2450072","Nicolet","Ville","Quebec","24","50","","4.5","00000","0 to 14","1130","0","1035","95","0","100","0","91.6","8.4","0"
"2450072","Nicolet","Ville","Quebec","24","50","","4.5","00000","0 to 4","400","5","395","10","0","100","1.3","98.8","2.5","0"
"2450072","Nicolet","Ville","Quebec","24","50","","4.5","00000","5 to 9","365","0","350","15","0","100","0","95.9","4.1","0"
"2450072","Nicolet","Ville","Quebec","24","50","","4.5","00000","10 to 14","365","0","290","75","0","100","0","79.5","20.5","0"
"2450072","Nicolet","Ville","Quebec","24","50","","4.5","00000","15 to 24","820","0","375","445","0","100","0","45.7","54.3","0"
"2450072","Nicolet","Ville","Quebec","24","50","","4.5","00000","15 to 19","395","0","200","200","0","100","0","50.6","50.6","0"
"2450072","Nicolet","Ville","Quebec","24","50","","4.5","00000","20 to 24","420","0","175","245","0","100","0","41.7","58.3","0"
"2450072","Nicolet","Ville","Quebec","24","50","","4.5","00000","25 to 44","1630","5","995","630","0","100","0.3","61","38.7","0"
"2450072","Nicolet","Ville","Quebec","24","50","","4.5","00000","45 to 64","2420","0","1900","515","5","100","0","78.5","21.3","0.2"
"2450072","Nicolet","Ville","Quebec","24","50","","4.5","00000","65 and over","1725","5","1430","285","5","100","0.3","82.9","16.5","0.3"
"2450072","Nicolet","Ville","Quebec","24","50","","4.5","00000","65 to 74","1025","0","805","215","0","100","0","78.5","21","0"
"2450072","Nicolet","Ville","Quebec","24","50","","4.5","00000","75 and over","700","0","620","70","5","100","0","88.6","10","0.7"
"2459010","Sainte-Julie","Ville","Quebec","24","59","462","2.0","00000","Total","29880","80","15380","14400","25","100","0.3","51.5","48.2","0.1"
"2459010","Sainte-Julie","Ville","Quebec","24","59","462","2.0","00000","0 to 14","5730","5","4975","735","10","100","0.1","86.8","12.8","0.2"
"2459010","Sainte-Julie","Ville","Quebec","24","59","462","2.0","00000","0 to 4","1410","0","1325","70","10","100","0","94","5","0.7"
"2459010","Sainte-Julie","Ville","Quebec","24","59","462","2.0","00000","5 to 9","2070","5","1900","170","0","100","0.2","91.8","8.2","0"
"2459010","Sainte-Julie","Ville","Quebec","24","59","462","2.0","00000","10 to 14","2250","0","1750","495","0","100","0","77.8","22","0"
"2459010","Sainte-Julie","Ville","Quebec","24","59","462","2.0","00000","15 to 24","4040","10","1445","2585","0","100","0.2","35.8","64","0"
"2459010","Sainte-Julie","Ville","Quebec","24","59","462","2.0","00000","15 to 19","2245","5","880","1365","0","100","0.2","39.2","60.8","0"
"2459010","Sainte-Julie","Ville","Quebec","24","59","462","2.0","00000","20 to 24","1790","5","565","1220","0","100","0.3","31.6","68.2","0"
"2459010","Sainte-Julie","Ville","Quebec","24","59","462","2.0","00000","25 to 44","6735","25","2240","4465","0","100","0.4","33.3","66.3","0"
"2459010","Sainte-Julie","Ville","Quebec","24","59","462","2.0","00000","45 to 64","8980","20","4090","4870","5","100","0.2","45.5","54.2","0.1"
"2459010","Sainte-Julie","Ville","Quebec","24","59","462","2.0","00000","65 and over","4400","25","2630","1740","5","100","0.6","59.8","39.5","0.1"
"2459010","Sainte-Julie","Ville","Quebec","24","59","462","2.0","00000","65 to 74","2785","10","1555","1215","5","100","0.4","55.8","43.6","0.2"
"2459010","Sainte-Julie","Ville","Quebec","24","59","462","2.0","00000","75 and over","1615","10","1075","530","5","100","0.6","66.6","32.8","0.3"
"2459015","Saint-Amable","Municipalité","Quebec","24","59","462","1.8","00000","Total","12170","15","8325","3820","15","100","0.1","68.4","31.4","0.1"
"2459015","Saint-Amable","Municipalité","Quebec","24","59","462","1.8","00000","0 to 14","2815","0","2600","205","5","100","0","92.4","7.3","0.2"
"2459015","Saint-Amable","Municipalité","Quebec","24","59","462","1.8","00000","0 to 4","1020","0","965","55","0","100","0","94.6","5.4","0"
"2459015","Saint-Amable","Municipalité","Quebec","24","59","462","1.8","00000","5 to 9","1060","5","990","65","0","100","0.5","93.4","6.1","0"
"2459015","Saint-Amable","Municipalité","Quebec","24","59","462","1.8","00000","10 to 14","730","0","640","90","0","100","0","87.7","12.3","0"
"2459015","Saint-Amable","Municipalité","Quebec","24","59","462","1.8","00000","15 to 24","1290","0","750","540","0","100","0","58.1","41.9","0"
"2459015","Saint-Amable","Municipalité","Quebec","24","59","462","1.8","00000","15 to 19","640","0","390","250","0","100","0","60.9","39.1","0"
"2459015","Saint-Amable","Municipalité","Quebec","24","59","462","1.8","00000","20 to 24","650","0","365","285","0","100","0","56.2","43.8","0"
"2459015","Saint-Amable","Municipalité","Quebec","24","59","462","1.8","00000","25 to 44","4085","5","2155","1925","0","100","0.1","52.8","47.1","0"
"2459015","Saint-Amable","Municipalité","Quebec","24","59","462","1.8","00000","45 to 64","3020","5","2075","935","5","100","0.2","68.7","31","0.2"
"2459015","Saint-Amable","Municipalité","Quebec","24","59","462","1.8","00000","65 and over","965","5","750","210","5","100","0.5","77.7","21.8","0.5"
"2459015","Saint-Amable","Municipalité","Quebec","24","59","462","1.8","00000","65 to 74","690","0","520","170","0","100","0","75.4","24.6","0"
"2459015","Saint-Amable","Municipalité","Quebec","24","59","462","1.8","00000","75 and over","275","0","230","45","5","100","0","83.6","16.4","1.8"
"2459020","Varennes","Ville","Quebec","24","59","462","2.9","00000","Total","21120","35","11080","9990","15","100","0.2","52.5","47.3","0.1"
"2459020","Varennes","Ville","Quebec","24","59","462","2.9","00000","0 to 14","3740","0","3290","445","5","100","0","88","11.9","0.1"
"2459020","Varennes","Ville","Quebec","24","59","462","2.9","00000","0 to 4","1105","5","1055","40","5","100","0.5","95.5","3.6","0.5"
"2459020","Varennes","Ville","Quebec","24","59","462","2.9","00000","5 to 9","1360","0","1255","100","0","100","0","92.3","7.4","0"
"2459020","Varennes","Ville","Quebec","24","59","462","2.9","00000","10 to 14","1275","0","980","300","0","100","0","76.9","23.5","0"
"2459020","Varennes","Ville","Quebec","24","59","462","2.9","00000","15 to 24","2925","5","1045","1875","0","100","0.2","35.7","64.1","0"
"2459020","Varennes","Ville","Quebec","24","59","462","2.9","00000","15 to 19","1465","5","565","895","0","100","0.3","38.6","61.1","0"
"2459020","Varennes","Ville","Quebec","24","59","462","2.9","00000","20 to 24","1465","0","475","980","0","100","0","32.4","66.9","0"
"2459020","Varennes","Ville","Quebec","24","59","462","2.9","00000","25 to 44","5030","10","1745","3270","5","100","0.2","34.7","65","0.1"
"2459020","Varennes","Ville","Quebec","24","59","462","2.9","00000","45 to 64","6750","10","3265","3470","5","100","0.1","48.4","51.4","0.1"
"2459020","Varennes","Ville","Quebec","24","59","462","2.9","00000","65 and over","2670","5","1730","925","0","100","0.2","64.8","34.6","0"
"2459020","Varennes","Ville","Quebec","24","59","462","2.9","00000","65 to 74","1695","5","1020","665","5","100","0.3","60.2","39.2","0.3"
"2459020","Varennes","Ville","Quebec","24","59","462","2.9","00000","75 and over","975","5","710","255","0","100","0.5","72.8","26.2","0"
"2459025","Verchères","Municipalité","Quebec","24","59","462","2.9","00000","Total","5770","10","3750","2005","5","100","0.2","65","34.7","0.1"
"2459025","Verchères","Municipalité","Quebec","24","59","462","2.9","00000","0 to 14","1180","5","1095","80","0","100","0.4","92.8","6.8","0"
"2459025","Verchères","Municipalité","Quebec","24","59","462","2.9","00000","0 to 4","400","5","385","10","0","100","1.3","96.3","2.5","0"
"2459025","Verchères","Municipalité","Quebec","24","59","462","2.9","00000","5 to 9","435","0","410","20","0","100","0","94.3","4.6","0"
"2459025","Verchères","Municipalité","Quebec","24","59","462","2.9","00000","10 to 14","345","0","295","50","0","100","0","85.5","14.5","0"
"2459025","Verchères","Municipalité","Quebec","24","59","462","2.9","00000","15 to 24","550","0","255","295","0","100","0","46.4","53.6","0"
"2459025","Verchères","Municipalité","Quebec","24","59","462","2.9","00000","15 to 19","265","0","140","125","0","100","0","52.8","47.2","0"
"2459025","Verchères","Municipalité","Quebec","24","59","462","2.9","00000","20 to 24","285","0","120","165","0","100","0","42.1","57.9","0"
"2459025","Verchères","Municipalité","Quebec","24","59","462","2.9","00000","25 to 44","1480","0","690","785","0","100","0","46.6","53","0"
"2459025","Verchères","Municipalité","Quebec","24","59","462","2.9","00000","45 to 64","1670","5","1085","585","0","100","0.3","65","35","0"
"2459025","Verchères","Municipalité","Quebec","24","59","462","2.9","00000","65 and over","885","5","625","265","0","100","0.6","70.6","29.9","0"
"2459025","Verchères","Municipalité","Quebec","24","59","462","2.9","00000","65 to 74","590","0","400","190","0","100","0","67.8","32.2","0"
"2459025","Verchères","Municipalité","Quebec","24","59","462","2.9","00000","75 and over","300","5","225","75","0","100","1.7","75","25","0"
"2459035","Contrecoeur","Ville","Quebec","24","59","","3.5","00000","Total","7840","15","5220","2595","10","100","0.2","66.6","33.1","0.1"
"2459035","Contrecoeur","Ville","Quebec","24","59","","3.5","00000","0 to 14","1340","5","1250","90","0","100","0.4","93.3","6.7","0"
"2459035","Contrecoeur","Ville","Quebec","24","59","","3.5","00000","0 to 4","600","0","565","30","5","100","0","94.2","5","0.8"
"2459035","Contrecoeur","Ville","Quebec","24","59","","3.5","00000","5 to 9","410","0","385","25","0","100","0","93.9","6.1","0"
"2459035","Contrecoeur","Ville","Quebec","24","59","","3.5","00000","10 to 14","325","0","295","30","0","100","0","90.8","9.2","0"
"2459035","Contrecoeur","Ville","Quebec","24","59","","3.5","00000","15 to 24","715","0","370","340","0","100","0","51.7","47.6","0"
"2459035","Contrecoeur","Ville","Quebec","24","59","","3.5","00000","15 to 19","315","0","185","125","0","100","0","58.7","39.7","0"
"2459035","Contrecoeur","Ville","Quebec","24","59","","3.5","00000","20 to 24","405","0","190","215","0","100","0","46.9","53.1","0"
"2459035","Contrecoeur","Ville","Quebec","24","59","","3.5","00000","25 to 44","2230","5","1105","1120","5","100","0.2","49.6","50.2","0.2"
"2459035","Contrecoeur","Ville","Quebec","24","59","","3.5","00000","45 to 64","2160","5","1460","695","0","100","0.2","67.6","32.2","0"
"2459035","Contrecoeur","Ville","Quebec","24","59","","3.5","00000","65 and over","1385","5","1030","350","5","100","0.4","74.4","25.3","0.4"
"2459035","Contrecoeur","Ville","Quebec","24","59","","3.5","00000","65 to 74","965","5","695","265","0","100","0.5","72","27.5","0"
"2459035","Contrecoeur","Ville","Quebec","24","59","","3.5","00000","75 and over","420","5","340","85","0","100","1.2","81","20.2","0"
"2460005","Charlemagne","Ville","Quebec","24","60","462","2.2","00000","Total","5915","10","3770","2120","15","100","0.2","63.7","35.8","0.3"
"2460005","Charlemagne","Ville","Quebec","24","60","462","2.2","00000","0 to 14","740","5","660","75","5","100","0.7","89.2","10.1","0.7"
"2460005","Charlemagne","Ville","Quebec","24","60","462","2.2","00000","0 to 4","265","5","245","10","5","100","1.9","92.5","3.8","1.9"
"2460005","Charlemagne","Ville","Quebec","24","60","462","2.2","00000","5 to 9","260","0","240","20","0","100","0","92.3","7.7","0"
"2460005","Charlemagne","Ville","Quebec","24","60","462","2.2","00000","10 to 14","210","0","165","45","0","100","0","78.6","21.4","0"
"2460005","Charlemagne","Ville","Quebec","24","60","462","2.2","00000","15 to 24","575","0","315","265","0","100","0","54.8","46.1","0"
"2460005","Charlemagne","Ville","Quebec","24","60","462","2.2","00000","15 to 19","220","0","125","95","0","100","0","56.8","43.2","0"
"2460005","Charlemagne","Ville","Quebec","24","60","462","2.2","00000","20 to 24","355","0","190","165","0","100","0","53.5","46.5","0"
"2460005","Charlemagne","Ville","Quebec","24","60","462","2.2","00000","25 to 44","1325","0","625","700","0","100","0","47.2","52.8","0"
"2460005","Charlemagne","Ville","Quebec","24","60","462","2.2","00000","45 to 64","1995","0","1285","705","0","100","0","64.4","35.3","0"
"2460005","Charlemagne","Ville","Quebec","24","60","462","2.2","00000","65 and over","1280","5","885","385","5","100","0.4","69.1","30.1","0.4"
"2460005","Charlemagne","Ville","Quebec","24","60","462","2.2","00000","65 to 74","860","5","570","285","5","100","0.6","66.3","33.1","0.6"
"2460005","Charlemagne","Ville","Quebec","24","60","462","2.2","00000","75 and over","420","0","315","100","5","100","0","75","23.8","1.2"
"2460013","Repentigny","Ville","Quebec","24","60","462","2.0","00000","Total","83760","225","47445","35865","225","100","0.3","56.6","42.8","0.3"
"2460013","Repentigny","Ville","Quebec","24","60","462","2.0","00000","0 to 14","14170","55","12090","1980","40","100","0.4","85.3","14","0.3"
"2460013","Repentigny","Ville","Quebec","24","60","462","2.0","00000","0 to 4","4170","35","3865","245","35","100","0.8","92.7","5.9","0.8"
"2460013","Repentigny","Ville","Quebec","24","60","462","2.0","00000","5 to 9","5200","20","4690","485","5","100","0.4","90.2","9.3","0.1"
"2460013","Repentigny","Ville","Quebec","24","60","462","2.0","00000","10 to 14","4800","10","3535","1250","5","100","0.2","73.6","26","0.1"
"2460013","Repentigny","Ville","Quebec","24","60","462","2.0","00000","15 to 24","10530","15","4345","6155","10","100","0.1","41.3","58.5","0.1"
"2460013","Repentigny","Ville","Quebec","24","60","462","2.0","00000","15 to 19","5245","5","2345","2900","0","100","0.1","44.7","55.3","0"
"2460013","Repentigny","Ville","Quebec","24","60","462","2.0","00000","20 to 24","5280","10","2005","3265","5","100","0.2","38","61.8","0.1"
"2460013","Repentigny","Ville","Quebec","24","60","462","2.0","00000","25 to 44","18840","75","7890","10865","10","100","0.4","41.9","57.7","0.1"
"2460013","Repentigny","Ville","Quebec","24","60","462","2.0","00000","45 to 64","25740","60","13885","11740","55","100","0.2","53.9","45.6","0.2"
"2460013","Repentigny","Ville","Quebec","24","60","462","2.0","00000","65 and over","14485","25","9230","5125","105","100","0.2","63.7","35.4","0.7"
"2460013","Repentigny","Ville","Quebec","24","60","462","2.0","00000","65 to 74","8875","10","5385","3425","50","100","0.1","60.7","38.6","0.6"
"2460013","Repentigny","Ville","Quebec","24","60","462","2.0","00000","75 and over","5610","10","3845","1705","55","100","0.2","68.5","30.4","1"
"2460028","L'Assomption","Ville","Quebec","24","60","462","2.8","00000","Total","22220","35","14460","7705","10","100","0.2","65.1","34.7","0"
"2460028","L'Assomption","Ville","Quebec","24","60","462","2.8","00000","0 to 14","4400","5","4100","295","0","100","0.1","93.2","6.7","0"
"2460028","L'Assomption","Ville","Quebec","24","60","462","2.8","00000","0 to 4","1580","0","1530","45","0","100","0","96.8","2.8","0"
"2460028","L'Assomption","Ville","Quebec","24","60","462","2.8","00000","5 to 9","1610","0","1555","60","0","100","0","96.6","3.7","0"
"2460028","L'Assomption","Ville","Quebec","24","60","462","2.8","00000","10 to 14","1210","5","1015","190","0","100","0.4","83.9","15.7","0"
"2460028","L'Assomption","Ville","Quebec","24","60","462","2.8","00000","15 to 24","2675","0","1405","1270","0","100","0","52.5","47.5","0"
"2460028","L'Assomption","Ville","Quebec","24","60","462","2.8","00000","15 to 19","1330","0","760","565","0","100","0","57.1","42.5","0"
"2460028","L'Assomption","Ville","Quebec","24","60","462","2.8","00000","20 to 24","1345","0","640","705","0","100","0","47.6","52.4","0"
"2460028","L'Assomption","Ville","Quebec","24","60","462","2.8","00000","25 to 44","6015","10","2835","3170","0","100","0.2","47.1","52.7","0"
"2460028","L'Assomption","Ville","Quebec","24","60","462","2.8","00000","45 to 64","6100","15","3845","2235","5","100","0.2","63","36.6","0.1"
"2460028","L'Assomption","Ville","Quebec","24","60","462","2.8","00000","65 and over","3030","10","2270","750","10","100","0.3","74.9","24.8","0.3"
"2460028","L'Assomption","Ville","Quebec","24","60","462","2.8","00000","65 to 74","1970","5","1425","540","5","100","0.3","72.3","27.4","0.3"
"2460028","L'Assomption","Ville","Quebec","24","60","462","2.8","00000","75 and over","1065","0","845","205","5","100","0","79.3","19.2","0.5"
"2460035","L'Épiphanie","Ville","Quebec","24","60","462","3.9","00000","Total","5315","10","3830","1470","5","100","0.2","72.1","27.7","0.1"
"2460035","L'Épiphanie","Ville","Quebec","24","60","462","3.9","00000","0 to 14","1145","5","1075","70","0","100","0.4","93.9","6.1","0"
"2460035","L'Épiphanie","Ville","Quebec","24","60","462","3.9","00000","0 to 4","390","0","380","5","5","100","0","97.4","1.3","1.3"
"2460035","L'Épiphanie","Ville","Quebec","24","60","462","3.9","00000","5 to 9","415","0","395","20","0","100","0","95.2","4.8","0"
"2460035","L'Épiphanie","Ville","Quebec","24","60","462","3.9","00000","10 to 14","340","0","295","45","0","100","0","86.8","13.2","0"
"2460035","L'Épiphanie","Ville","Quebec","24","60","462","3.9","00000","15 to 24","660","0","410","255","0","100","0","62.1","38.6","0"
"2460035","L'Épiphanie","Ville","Quebec","24","60","462","3.9","00000","15 to 19","300","0","205","95","0","100","0","68.3","31.7","0"
"2460035","L'Épiphanie","Ville","Quebec","24","60","462","3.9","00000","20 to 24","365","0","200","160","0","100","0","54.8","43.8","0"
"2460035","L'Épiphanie","Ville","Quebec","24","60","462","3.9","00000","25 to 44","1530","0","860","665","0","100","0","56.2","43.5","0"
"2460035","L'Épiphanie","Ville","Quebec","24","60","462","3.9","00000","45 to 64","1380","0","995","385","0","100","0","72.1","27.9","0"
"2460035","L'Épiphanie","Ville","Quebec","24","60","462","3.9","00000","65 and over","595","5","495","100","0","100","0.8","83.2","16.8","0"
"2460035","L'Épiphanie","Ville","Quebec","24","60","462","3.9","00000","65 to 74","390","5","305","80","0","100","1.3","78.2","20.5","0"
"2460035","L'Épiphanie","Ville","Quebec","24","60","462","3.9","00000","75 and over","205","0","185","20","0","100","0","90.2","9.8","0"
"2461005","Saint-Paul","Municipalité","Quebec","24","61","456","1.9","00000","Total","5895","10","4335","1540","5","100","0.2","73.5","26.1","0.1"
"2461005","Saint-Paul","Municipalité","Quebec","24","61","456","1.9","00000","0 to 14","1180","0","1095","80","0","100","0","92.8","6.8","0"
"2461005","Saint-Paul","Municipalité","Quebec","24","61","456","1.9","00000","0 to 4","420","0","405","10","0","100","0","96.4","2.4","0"
"2461005","Saint-Paul","Municipalité","Quebec","24","61","456","1.9","00000","5 to 9","455","0","440","15","0","100","0","96.7","3.3","0"
"2461005","Saint-Paul","Municipalité","Quebec","24","61","456","1.9","00000","10 to 14","300","5","250","60","0","100","1.7","83.3","20","0"
"2461005","Saint-Paul","Municipalité","Quebec","24","61","456","1.9","00000","15 to 24","640","0","385","250","0","100","0","60.2","39.1","0"
"2461005","Saint-Paul","Municipalité","Quebec","24","61","456","1.9","00000","15 to 19","330","0","200","125","0","100","0","60.6","37.9","0"
"2461005","Saint-Paul","Municipalité","Quebec","24","61","456","1.9","00000","20 to 24","310","0","185","125","0","100","0","59.7","40.3","0"
"2461005","Saint-Paul","Municipalité","Quebec","24","61","456","1.9","00000","25 to 44","1730","5","1050","680","0","100","0.3","60.7","39.3","0"
"2461005","Saint-Paul","Municipalité","Quebec","24","61","456","1.9","00000","45 to 64","1600","0","1220","380","5","100","0","76.3","23.8","0.3"
"2461005","Saint-Paul","Municipalité","Quebec","24","61","456","1.9","00000","65 and over","745","0","590","155","0","100","0","79.2","20.8","0"
"2461005","Saint-Paul","Municipalité","Quebec","24","61","456","1.9","00000","65 to 74","560","5","440","115","0","100","0.9","78.6","20.5","0"
"2461005","Saint-Paul","Municipalité","Quebec","24","61","456","1.9","00000","75 and over","185","0","145","35","0","100","0","78.4","18.9","0"
"2461025","Joliette","Ville","Quebec","24","61","456","5.7","00000","Total","19790","55","13915","5675","145","100","0.3","70.3","28.7","0.7"
"2461025","Joliette","Ville","Quebec","24","61","456","5.7","00000","0 to 14","2780","5","2485","225","70","100","0.2","89.4","8.1","2.5"
"2461025","Joliette","Ville","Quebec","24","61","456","5.7","00000","0 to 4","980","5","905","30","40","100","0.5","92.3","3.1","4.1"
"2461025","Joliette","Ville","Quebec","24","61","456","5.7","00000","5 to 9","980","0","920","40","15","100","0","93.9","4.1","1.5"
"2461025","Joliette","Ville","Quebec","24","61","456","5.7","00000","10 to 14","820","5","655","150","10","100","0.6","79.9","18.3","1.2"
"2461025","Joliette","Ville","Quebec","24","61","456","5.7","00000","15 to 24","2280","5","1245","1025","10","100","0.2","54.6","45","0.4"
"2461025","Joliette","Ville","Quebec","24","61","456","5.7","00000","15 to 19","990","5","555","420","5","100","0.5","56.1","42.4","0.5"
"2461025","Joliette","Ville","Quebec","24","61","456","5.7","00000","20 to 24","1295","5","685","605","0","100","0.4","52.9","46.7","0"
"2461025","Joliette","Ville","Quebec","24","61","456","5.7","00000","25 to 44","4675","20","2650","1975","35","100","0.4","56.7","42.2","0.7"
"2461025","Joliette","Ville","Quebec","24","61","456","5.7","00000","45 to 64","5785","15","4235","1520","20","100","0.3","73.2","26.3","0.3"
"2461025","Joliette","Ville","Quebec","24","61","456","5.7","00000","65 and over","4260","5","3305","935","15","100","0.1","77.6","21.9","0.4"
"2461025","Joliette","Ville","Quebec","24","61","456","5.7","00000","65 to 74","2510","5","1865","635","5","100","0.2","74.3","25.3","0.2"
"2461025","Joliette","Ville","Quebec","24","61","456","5.7","00000","75 and over","1745","5","1435","300","5","100","0.3","82.2","17.2","0.3"
"2461030","Notre-Dame-des-Prairies","Ville","Quebec","24","61","456","3.5","00000","Total","9255","0","6580","2660","10","100","0","71.1","28.7","0.1"
"2461030","Notre-Dame-des-Prairies","Ville","Quebec","24","61","456","3.5","00000","0 to 14","1305","0","1175","125","0","100","0","90","9.6","0"
"2461030","Notre-Dame-des-Prairies","Ville","Quebec","24","61","456","3.5","00000","0 to 4","385","0","380","5","0","100","0","98.7","1.3","0"
"2461030","Notre-Dame-des-Prairies","Ville","Quebec","24","61","456","3.5","00000","5 to 9","460","0","445","15","0","100","0","96.7","3.3","0"
"2461030","Notre-Dame-des-Prairies","Ville","Quebec","24","61","456","3.5","00000","10 to 14","460","0","355","100","0","100","0","77.2","21.7","0"
"2461030","Notre-Dame-des-Prairies","Ville","Quebec","24","61","456","3.5","00000","15 to 24","935","0","445","485","0","100","0","47.6","51.9","0"
"2461030","Notre-Dame-des-Prairies","Ville","Quebec","24","61","456","3.5","00000","15 to 19","475","0","240","235","0","100","0","50.5","49.5","0"
"2461030","Notre-Dame-des-Prairies","Ville","Quebec","24","61","456","3.5","00000","20 to 24","465","0","205","255","0","100","0","44.1","54.8","0"
"2461030","Notre-Dame-des-Prairies","Ville","Quebec","24","61","456","3.5","00000","25 to 44","1935","0","1060","870","0","100","0","54.8","45","0"
"2461030","Notre-Dame-des-Prairies","Ville","Quebec","24","61","456","3.5","00000","45 to 64","2895","0","2150","740","5","100","0","74.3","25.6","0.2"
"2461030","Notre-Dame-des-Prairies","Ville","Quebec","24","61","456","3.5","00000","65 and over","2180","0","1740","440","0","100","0","79.8","20.2","0"
"2461030","Notre-Dame-des-Prairies","Ville","Quebec","24","61","456","3.5","00000","65 to 74","1385","0","1070","315","0","100","0","77.3","22.7","0"
"2461030","Notre-Dame-des-Prairies","Ville","Quebec","24","61","456","3.5","00000","75 and over","795","0","665","125","0","100","0","83.6","15.7","0"
"2461035","Saint-Charles-Borromée","Municipalité","Quebec","24","61","456","7.5","00000","Total","13130","20","9310","3790","10","100","0.2","70.9","28.9","0.1"
"2461035","Saint-Charles-Borromée","Municipalité","Quebec","24","61","456","7.5","00000","0 to 14","1765","5","1575","185","5","100","0.3","89.2","10.5","0.3"
"2461035","Saint-Charles-Borromée","Municipalité","Quebec","24","61","456","7.5","00000","0 to 4","550","5","530","20","0","100","0.9","96.4","3.6","0"
"2461035","Saint-Charles-Borromée","Municipalité","Quebec","24","61","456","7.5","00000","5 to 9","630","0","595","35","0","100","0","94.4","5.6","0"
"2461035","Saint-Charles-Borromée","Municipalité","Quebec","24","61","456","7.5","00000","10 to 14","590","0","450","140","0","100","0","76.3","23.7","0"
"2461035","Saint-Charles-Borromée","Municipalité","Quebec","24","61","456","7.5","00000","15 to 24","1310","0","655","655","0","100","0","50","50","0"
"2461035","Saint-Charles-Borromée","Municipalité","Quebec","24","61","456","7.5","00000","15 to 19","650","0","335","315","0","100","0","51.5","48.5","0"
"2461035","Saint-Charles-Borromée","Municipalité","Quebec","24","61","456","7.5","00000","20 to 24","665","0","325","340","0","100","0","48.9","51.1","0"
"2461035","Saint-Charles-Borromée","Municipalité","Quebec","24","61","456","7.5","00000","25 to 44","2505","5","1345","1150","5","100","0.2","53.7","45.9","0.2"
"2461035","Saint-Charles-Borromée","Municipalité","Quebec","24","61","456","7.5","00000","45 to 64","3700","5","2680","1005","0","100","0.1","72.4","27.2","0"
"2461035","Saint-Charles-Borromée","Municipalité","Quebec","24","61","456","7.5","00000","65 and over","3850","5","3050","795","0","100","0.1","79.2","20.6","0"
"2461035","Saint-Charles-Borromée","Municipalité","Quebec","24","61","456","7.5","00000","65 to 74","2060","0","1590","470","0","100","0","77.2","22.8","0"
"2461035","Saint-Charles-Borromée","Municipalité","Quebec","24","61","456","7.5","00000","75 and over","1790","5","1465","325","0","100","0.3","81.8","18.2","0"
"2446075","Lac-Brome","Ville","Quebec","24","46","","4.3","00000","Total","5380","1065","805","3505","5","100","19.8","15","65.1","0.1"
"2446075","Lac-Brome","Ville","Quebec","24","46","","4.3","00000","0 to 14","645","155","190","305","0","100","24","29.5","47.3","0"
"2446075","Lac-Brome","Ville","Quebec","24","46","","4.3","00000","0 to 4","205","70","65","65","0","100","34.1","31.7","31.7","0"
"2446075","Lac-Brome","Ville","Quebec","24","46","","4.3","00000","5 to 9","210","40","65","100","0","100","19","31","47.6","0"
